,Genus,Species,Source_class,GCF_id,Variants,Total variants,Total strains,Variant %
0,Lacticaseibacillus,Lacticaseibacillus_paracasei,Alcoholic drink,2,2320,431036,172,0.54
1,Lacticaseibacillus,Lacticaseibacillus_paracasei,Animal,3,10442,431036,172,2.42
2,Lacticaseibacillus,Lacticaseibacillus_paracasei,Animal gut,1,7693,431036,172,1.78
3,Lacticaseibacillus,Lacticaseibacillus_paracasei,Apple dumpster,1,969,431036,172,0.22
4,Lacticaseibacillus,Lacticaseibacillus_paracasei,Bakery products,1,1502,431036,172,0.35
5,Lacticaseibacillus,Lacticaseibacillus_paracasei,Blood,2,1929,431036,172,0.45
6,Lacticaseibacillus,Lacticaseibacillus_paracasei,Cheese,30,33262,431036,172,7.72
7,Lacticaseibacillus,Lacticaseibacillus_paracasei,Commercial products,1,857,431036,172,0.2
8,Lacticaseibacillus,Lacticaseibacillus_paracasei,Congee,1,952,431036,172,0.22
9,Lacticaseibacillus,Lacticaseibacillus_paracasei,Dairy products,6,7123,431036,172,1.65
10,Lacticaseibacillus,Lacticaseibacillus_paracasei,Dietary supplements,8,7624,431036,172,1.77
11,Lacticaseibacillus,Lacticaseibacillus_paracasei,Feces,38,55749,431036,172,12.93
12,Lacticaseibacillus,Lacticaseibacillus_paracasei,Fermented food,15,15734,431036,172,3.65
13,Lacticaseibacillus,Lacticaseibacillus_paracasei,Fermented milk,9,9882,431036,172,2.29
14,Lacticaseibacillus,Lacticaseibacillus_paracasei,Fodder,2,2098,431036,172,0.49
15,Lacticaseibacillus,Lacticaseibacillus_paracasei,Fruits,1,1015,431036,172,0.24
16,Lacticaseibacillus,Lacticaseibacillus_paracasei,Human,28,41116,431036,172,9.54
17,Lacticaseibacillus,Lacticaseibacillus_paracasei,Human gut,14,24248,431036,172,5.63
18,Lacticaseibacillus,Lacticaseibacillus_paracasei,Industry,1,943,431036,172,0.22
19,Lacticaseibacillus,Lacticaseibacillus_paracasei,Lab culture,1,853,431036,172,0.2
20,Lacticaseibacillus,Lacticaseibacillus_paracasei,Meat & meat products,1,971,431036,172,0.23
21,Lacticaseibacillus,Lacticaseibacillus_paracasei,Milk,11,12861,431036,172,2.98
22,Lacticaseibacillus,Lacticaseibacillus_paracasei,Oral cavity,3,4204,431036,172,0.98
23,Lacticaseibacillus,Lacticaseibacillus_paracasei,Other food,3,3249,431036,172,0.75
24,Lacticaseibacillus,Lacticaseibacillus_paracasei,Plants,3,3044,431036,172,0.71
25,Lacticaseibacillus,Lacticaseibacillus_paracasei,Probiotics,2,2101,431036,172,0.49
26,Lacticaseibacillus,Lacticaseibacillus_paracasei,Starter culture,1,1038,431036,172,0.24
27,Lacticaseibacillus,Lacticaseibacillus_paracasei,Unknown,85,138985,431036,172,32.24
28,Lacticaseibacillus,Lacticaseibacillus_paracasei,Urine,3,6124,431036,172,1.42
29,Lacticaseibacillus,Lacticaseibacillus_paracasei,Vagina,16,30935,431036,172,7.18
30,Lacticaseibacillus,Lacticaseibacillus_paracasei,Yoghurt,1,1213,431036,172,0.28
31,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Animal organs,1,1462,338751,180,0.43
32,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Bakery products,1,1975,338751,180,0.58
33,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Blood,19,39599,338751,180,11.69
34,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Cheese,5,9480,338751,180,2.8
35,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Dairy products,7,11714,338751,180,3.46
36,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Dietary supplements,10,17659,338751,180,5.21
37,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Feces,31,62246,338751,180,18.38
38,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Fermented food,3,4414,338751,180,1.3
39,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Fermented milk,7,12168,338751,180,3.59
40,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Fodder,1,1267,338751,180,0.37
41,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Human,9,17691,338751,180,5.22
42,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Human gut,15,27941,338751,180,8.25
43,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Medical device,2,4729,338751,180,1.4
44,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Medical procedure,4,7154,338751,180,2.11
45,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Milk,3,5832,338751,180,1.72
46,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Oral cavity,3,6619,338751,180,1.95
47,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Plants,1,1324,338751,180,0.39
48,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Probiotics,7,15331,338751,180,4.53
49,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Starter culture,1,2221,338751,180,0.66
50,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Unknown,42,73367,338751,180,21.66
51,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Vagina,6,9980,338751,180,2.95
52,Lacticaseibacillus,Lacticaseibacillus_rhamnosus,Yoghurt,2,4578,338751,180,1.35
53,Lactiplantibacillus,Lactiplantibacillus_pentosus,Alcoholic drink,5,11283,924170,52,1.22
54,Lactiplantibacillus,Lactiplantibacillus_pentosus,Animal,6,19988,924170,52,2.16
55,Lactiplantibacillus,Lactiplantibacillus_pentosus,Animal gut,3,12324,924170,52,1.33
56,Lactiplantibacillus,Lactiplantibacillus_pentosus,Apple dumpster,1,969,924170,52,0.1
57,Lactiplantibacillus,Lactiplantibacillus_pentosus,Bakery products,2,2335,924170,52,0.25
58,Lactiplantibacillus,Lactiplantibacillus_pentosus,Biofilm,5,13534,924170,52,1.46
59,Lactiplantibacillus,Lactiplantibacillus_pentosus,Blood,3,5689,924170,52,0.62
60,Lactiplantibacillus,Lactiplantibacillus_pentosus,Cheese,43,51951,924170,52,5.62
61,Lactiplantibacillus,Lactiplantibacillus_pentosus,Commercial products,1,857,924170,52,0.09
62,Lactiplantibacillus,Lactiplantibacillus_pentosus,Congee,1,952,924170,52,0.1
63,Lactiplantibacillus,Lactiplantibacillus_pentosus,Dairy products,12,18575,924170,52,2.01
64,Lactiplantibacillus,Lactiplantibacillus_pentosus,Dietary supplements,8,7624,924170,52,0.82
65,Lactiplantibacillus,Lactiplantibacillus_pentosus,Environment,6,14824,924170,52,1.6
66,Lactiplantibacillus,Lactiplantibacillus_pentosus,Feces,50,83859,924170,52,9.07
67,Lactiplantibacillus,Lactiplantibacillus_pentosus,Fermented food,65,130718,924170,52,14.14
68,Lactiplantibacillus,Lactiplantibacillus_pentosus,Fermented milk,12,14916,924170,52,1.61
69,Lactiplantibacillus,Lactiplantibacillus_pentosus,Fish gut,1,838,924170,52,0.09
70,Lactiplantibacillus,Lactiplantibacillus_pentosus,Fodder,3,4512,924170,52,0.49
71,Lactiplantibacillus,Lactiplantibacillus_pentosus,Fruits,1,1015,924170,52,0.11
72,Lactiplantibacillus,Lactiplantibacillus_pentosus,Human,41,82300,924170,52,8.91
73,Lactiplantibacillus,Lactiplantibacillus_pentosus,Human gut,20,40568,924170,52,4.39
74,Lactiplantibacillus,Lactiplantibacillus_pentosus,Industry,1,943,924170,52,0.1
75,Lactiplantibacillus,Lactiplantibacillus_pentosus,Kitchen E,1,957,924170,52,0.1
76,Lactiplantibacillus,Lactiplantibacillus_pentosus,Lab culture,1,853,924170,52,0.09
77,Lactiplantibacillus,Lactiplantibacillus_pentosus,Meat & meat products,6,6505,924170,52,0.7
78,Lactiplantibacillus,Lactiplantibacillus_pentosus,Milk,16,21473,924170,52,2.32
79,Lactiplantibacillus,Lactiplantibacillus_pentosus,Milk products,2,3570,924170,52,0.39
80,Lactiplantibacillus,Lactiplantibacillus_pentosus,Oral cavity,5,8190,924170,52,0.89
81,Lactiplantibacillus,Lactiplantibacillus_pentosus,Other food,6,5857,924170,52,0.63
82,Lactiplantibacillus,Lactiplantibacillus_pentosus,Pickles,2,7502,924170,52,0.81
83,Lactiplantibacillus,Lactiplantibacillus_pentosus,Plants,3,3044,924170,52,0.33
84,Lactiplantibacillus,Lactiplantibacillus_pentosus,Probiotics,3,4176,924170,52,0.45
85,Lactiplantibacillus,Lactiplantibacillus_pentosus,Soil,1,2517,924170,52,0.27
86,Lactiplantibacillus,Lactiplantibacillus_pentosus,Starter culture,9,19125,924170,52,2.07
87,Lactiplantibacillus,Lactiplantibacillus_pentosus,Unknown,155,275693,924170,52,29.83
88,Lactiplantibacillus,Lactiplantibacillus_pentosus,Urine,3,6124,924170,52,0.66
89,Lactiplantibacillus,Lactiplantibacillus_pentosus,Vagina,17,34762,924170,52,3.76
90,Lactiplantibacillus,Lactiplantibacillus_pentosus,Yoghurt,2,3248,924170,52,0.35
91,Lactiplantibacillus,Lactiplantibacillus_plantarum,Alcoholic drink,6,4264,507116,611,0.84
92,Lactiplantibacillus,Lactiplantibacillus_plantarum,Animal,2,1294,507116,611,0.26
93,Lactiplantibacillus,Lactiplantibacillus_plantarum,Apple dumpster,1,629,507116,611,0.12
94,Lactiplantibacillus,Lactiplantibacillus_plantarum,Bakery products,16,30785,507116,611,6.07
95,Lactiplantibacillus,Lactiplantibacillus_plantarum,Beehive,1,679,507116,611,0.13
96,Lactiplantibacillus,Lactiplantibacillus_plantarum,Brine,1,852,507116,611,0.17
97,Lactiplantibacillus,Lactiplantibacillus_plantarum,Cheese,19,16164,507116,611,3.19
98,Lactiplantibacillus,Lactiplantibacillus_plantarum,Dairy products,3,2445,507116,611,0.48
99,Lactiplantibacillus,Lactiplantibacillus_plantarum,Dietary supplements,10,6505,507116,611,1.28
100,Lactiplantibacillus,Lactiplantibacillus_plantarum,Environment,1,633,507116,611,0.12
101,Lactiplantibacillus,Lactiplantibacillus_plantarum,Feces,132,97243,507116,611,19.18
102,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fermented food,103,88929,507116,611,17.54
103,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fermented milk,14,10159,507116,611,2.0
104,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fish,1,644,507116,611,0.13
105,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fodder,11,10297,507116,611,2.03
106,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fruit fly diet,2,1258,507116,611,0.25
107,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fruit juice,1,626,507116,611,0.12
108,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fruits,6,4252,507116,611,0.84
109,Lactiplantibacillus,Lactiplantibacillus_plantarum,Fruits & Vegetables,4,3060,507116,611,0.6
110,Lactiplantibacillus,Lactiplantibacillus_plantarum,Gut biopsy,1,717,507116,611,0.14
111,Lactiplantibacillus,Lactiplantibacillus_plantarum,Honey,1,633,507116,611,0.12
112,Lactiplantibacillus,Lactiplantibacillus_plantarum,Human,6,4096,507116,611,0.81
113,Lactiplantibacillus,Lactiplantibacillus_plantarum,Human gut,10,6661,507116,611,1.31
114,Lactiplantibacillus,Lactiplantibacillus_plantarum,Industry,2,4223,507116,611,0.83
115,Lactiplantibacillus,Lactiplantibacillus_plantarum,Insect gut,1,664,507116,611,0.13
116,Lactiplantibacillus,Lactiplantibacillus_plantarum,Insects,2,1348,507116,611,0.27
117,Lactiplantibacillus,Lactiplantibacillus_plantarum,Kitchen E,1,721,507116,611,0.14
118,Lactiplantibacillus,Lactiplantibacillus_plantarum,Lab culture,1,740,507116,611,0.15
119,Lactiplantibacillus,Lactiplantibacillus_plantarum,Meat & meat products,16,11412,507116,611,2.25
120,Lactiplantibacillus,Lactiplantibacillus_plantarum,Medium,7,4400,507116,611,0.87
121,Lactiplantibacillus,Lactiplantibacillus_plantarum,Milk,7,5080,507116,611,1.0
122,Lactiplantibacillus,Lactiplantibacillus_plantarum,Milk products,5,3494,507116,611,0.69
123,Lactiplantibacillus,Lactiplantibacillus_plantarum,Nanchang,1,689,507116,611,0.14
124,Lactiplantibacillus,Lactiplantibacillus_plantarum,Non-alcoholic drink,2,1375,507116,611,0.27
125,Lactiplantibacillus,Lactiplantibacillus_plantarum,Ogi,1,616,507116,611,0.12
126,Lactiplantibacillus,Lactiplantibacillus_plantarum,Other food,22,17190,507116,611,3.39
127,Lactiplantibacillus,Lactiplantibacillus_plantarum,Pickles,50,42025,507116,611,8.29
128,Lactiplantibacillus,Lactiplantibacillus_plantarum,Pig feed,1,711,507116,611,0.14
129,Lactiplantibacillus,Lactiplantibacillus_plantarum,Piglets,1,884,507116,611,0.17
130,Lactiplantibacillus,Lactiplantibacillus_plantarum,Pit mud,1,652,507116,611,0.13
131,Lactiplantibacillus,Lactiplantibacillus_plantarum,Plants,3,2344,507116,611,0.46
132,Lactiplantibacillus,Lactiplantibacillus_plantarum,Probiotics,2,1391,507116,611,0.27
133,Lactiplantibacillus,Lactiplantibacillus_plantarum,Quinoa seeds,3,1977,507116,611,0.39
134,Lactiplantibacillus,Lactiplantibacillus_plantarum,Rice wine rice syrup,1,637,507116,611,0.13
135,Lactiplantibacillus,Lactiplantibacillus_plantarum,Starter culture,5,6366,507116,611,1.26
136,Lactiplantibacillus,Lactiplantibacillus_plantarum,Surface sterilised adult,1,738,507116,611,0.15
137,Lactiplantibacillus,Lactiplantibacillus_plantarum,Ting,1,618,507116,611,0.12
138,Lactiplantibacillus,Lactiplantibacillus_plantarum,Unknown,111,96600,507116,611,19.05
139,Lactiplantibacillus,Lactiplantibacillus_plantarum,Urine,1,635,507116,611,0.13
140,Lactiplantibacillus,Lactiplantibacillus_plantarum,Vegetables,2,1368,507116,611,0.27
141,Lactiplantibacillus,Lactiplantibacillus_plantarum,Water,1,628,507116,611,0.12
142,Lactiplantibacillus,Lactiplantibacillus_plantarum,Wheat germ,1,632,507116,611,0.12
143,Lactiplantibacillus,Lactiplantibacillus_plantarum,Yoghurt,6,4133,507116,611,0.82
144,Lactobacillus,Lactobacillus_acidophilus,Animal organs,1,1462,498774,54,0.29
145,Lactobacillus,Lactobacillus_acidophilus,Bakery products,2,5102,498774,54,1.02
146,Lactobacillus,Lactobacillus_acidophilus,Blood,19,39599,498774,54,7.94
147,Lactobacillus,Lactobacillus_acidophilus,Cheese,6,10515,498774,54,2.11
148,Lactobacillus,Lactobacillus_acidophilus,Commercial products,2,1652,498774,54,0.33
149,Lactobacillus,Lactobacillus_acidophilus,Dairy products,9,13752,498774,54,2.76
150,Lactobacillus,Lactobacillus_acidophilus,Dietary supplements,21,28943,498774,54,5.8
151,Lactobacillus,Lactobacillus_acidophilus,Feces,54,93930,498774,54,18.83
152,Lactobacillus,Lactobacillus_acidophilus,Fermented food,24,48211,498774,54,9.67
153,Lactobacillus,Lactobacillus_acidophilus,Fermented milk,7,12168,498774,54,2.44
154,Lactobacillus,Lactobacillus_acidophilus,Fodder,2,3009,498774,54,0.6
155,Lactobacillus,Lactobacillus_acidophilus,Fruits,1,1027,498774,54,0.21
156,Lactobacillus,Lactobacillus_acidophilus,Human,10,18729,498774,54,3.76
157,Lactobacillus,Lactobacillus_acidophilus,Human gut,20,35027,498774,54,7.02
158,Lactobacillus,Lactobacillus_acidophilus,Insects,1,1577,498774,54,0.32
159,Lactobacillus,Lactobacillus_acidophilus,Medical device,2,4729,498774,54,0.95
160,Lactobacillus,Lactobacillus_acidophilus,Medical procedure,4,7154,498774,54,1.43
161,Lactobacillus,Lactobacillus_acidophilus,Milk,5,7990,498774,54,1.6
162,Lactobacillus,Lactobacillus_acidophilus,Non-alcoholic drink,1,1381,498774,54,0.28
163,Lactobacillus,Lactobacillus_acidophilus,Oral cavity,8,12386,498774,54,2.48
164,Lactobacillus,Lactobacillus_acidophilus,Other food,1,1581,498774,54,0.32
165,Lactobacillus,Lactobacillus_acidophilus,Plants,1,1324,498774,54,0.27
166,Lactobacillus,Lactobacillus_acidophilus,Probiotics,8,16355,498774,54,3.28
167,Lactobacillus,Lactobacillus_acidophilus,Starter culture,3,4266,498774,54,0.86
168,Lactobacillus,Lactobacillus_acidophilus,Unknown,65,105177,498774,54,21.09
169,Lactobacillus,Lactobacillus_acidophilus,Vagina,6,9980,498774,54,2.0
170,Lactobacillus,Lactobacillus_acidophilus,Vegetables,3,3888,498774,54,0.78
171,Lactobacillus,Lactobacillus_acidophilus,Yoghurt,5,7860,498774,54,1.58
172,Lactobacillus,Lactobacillus_crispatus,Animal,1,2527,145262,83,1.74
173,Lactobacillus,Lactobacillus_crispatus,Bakery products,1,1502,145262,83,1.03
174,Lactobacillus,Lactobacillus_crispatus,Feces,8,15265,145262,83,10.51
175,Lactobacillus,Lactobacillus_crispatus,Human,26,39210,145262,83,26.99
176,Lactobacillus,Lactobacillus_crispatus,Human gut,11,17171,145262,83,11.82
177,Lactobacillus,Lactobacillus_crispatus,Oral cavity,1,1908,145262,83,1.31
178,Lactobacillus,Lactobacillus_crispatus,Unknown,17,31772,145262,83,21.87
179,Lactobacillus,Lactobacillus_crispatus,Urine,3,6124,145262,83,4.22
180,Lactobacillus,Lactobacillus_crispatus,Vagina,15,29783,145262,83,20.5
181,Lactobacillus,Lactobacillus_delbrueckii,Alcoholic drink,4,7888,581503,67,1.36
182,Lactobacillus,Lactobacillus_delbrueckii,Animal,3,10442,581503,67,1.8
183,Lactobacillus,Lactobacillus_delbrueckii,Animal gut,1,7693,581503,67,1.32
184,Lactobacillus,Lactobacillus_delbrueckii,Apple dumpster,1,969,581503,67,0.17
185,Lactobacillus,Lactobacillus_delbrueckii,Bakery products,1,1502,581503,67,0.26
186,Lactobacillus,Lactobacillus_delbrueckii,Blood,2,1929,581503,67,0.33
187,Lactobacillus,Lactobacillus_delbrueckii,Cheese,33,39855,581503,67,6.85
188,Lactobacillus,Lactobacillus_delbrueckii,Commercial products,1,857,581503,67,0.15
189,Lactobacillus,Lactobacillus_delbrueckii,Congee,1,952,581503,67,0.16
190,Lactobacillus,Lactobacillus_delbrueckii,Dairy products,8,12090,581503,67,2.08
191,Lactobacillus,Lactobacillus_delbrueckii,Dietary supplements,8,7624,581503,67,1.31
192,Lactobacillus,Lactobacillus_delbrueckii,Environment,6,14824,581503,67,2.55
193,Lactobacillus,Lactobacillus_delbrueckii,Feces,38,55749,581503,67,9.59
194,Lactobacillus,Lactobacillus_delbrueckii,Fermented food,18,22181,581503,67,3.81
195,Lactobacillus,Lactobacillus_delbrueckii,Fermented milk,11,14108,581503,67,2.43
196,Lactobacillus,Lactobacillus_delbrueckii,Fodder,2,2098,581503,67,0.36
197,Lactobacillus,Lactobacillus_delbrueckii,Fruits,1,1015,581503,67,0.17
198,Lactobacillus,Lactobacillus_delbrueckii,Human,28,41116,581503,67,7.07
199,Lactobacillus,Lactobacillus_delbrueckii,Human gut,15,26528,581503,67,4.56
200,Lactobacillus,Lactobacillus_delbrueckii,Industry,1,943,581503,67,0.16
201,Lactobacillus,Lactobacillus_delbrueckii,Lab culture,1,853,581503,67,0.15
202,Lactobacillus,Lactobacillus_delbrueckii,Meat & meat products,1,971,581503,67,0.17
203,Lactobacillus,Lactobacillus_delbrueckii,Milk,14,19584,581503,67,3.37
204,Lactobacillus,Lactobacillus_delbrueckii,Oral cavity,3,4204,581503,67,0.72
205,Lactobacillus,Lactobacillus_delbrueckii,Other food,3,3249,581503,67,0.56
206,Lactobacillus,Lactobacillus_delbrueckii,Plants,3,3044,581503,67,0.52
207,Lactobacillus,Lactobacillus_delbrueckii,Probiotics,3,4176,581503,67,0.72
208,Lactobacillus,Lactobacillus_delbrueckii,Starter culture,9,19125,581503,67,3.29
209,Lactobacillus,Lactobacillus_delbrueckii,Unknown,120,215627,581503,67,37.08
210,Lactobacillus,Lactobacillus_delbrueckii,Urine,3,6124,581503,67,1.05
211,Lactobacillus,Lactobacillus_delbrueckii,Vagina,16,30935,581503,67,5.32
212,Lactobacillus,Lactobacillus_delbrueckii,Yoghurt,2,3248,581503,67,0.56
213,Lactobacillus,Lactobacillus_gasseri,Animal organs,1,1462,532995,31,0.27
214,Lactobacillus,Lactobacillus_gasseri,Bakery products,2,5102,532995,31,0.96
215,Lactobacillus,Lactobacillus_gasseri,Blood,19,39599,532995,31,7.43
216,Lactobacillus,Lactobacillus_gasseri,Cheese,6,10515,532995,31,1.97
217,Lactobacillus,Lactobacillus_gasseri,Commercial products,2,1652,532995,31,0.31
218,Lactobacillus,Lactobacillus_gasseri,Dairy products,9,13752,532995,31,2.58
219,Lactobacillus,Lactobacillus_gasseri,Dietary supplements,21,28943,532995,31,5.43
220,Lactobacillus,Lactobacillus_gasseri,Feces,60,99041,532995,31,18.58
221,Lactobacillus,Lactobacillus_gasseri,Fermented food,24,48211,532995,31,9.05
222,Lactobacillus,Lactobacillus_gasseri,Fermented milk,7,12168,532995,31,2.28
223,Lactobacillus,Lactobacillus_gasseri,Fodder,2,3009,532995,31,0.56
224,Lactobacillus,Lactobacillus_gasseri,Fruits,1,1027,532995,31,0.19
225,Lactobacillus,Lactobacillus_gasseri,Human,10,18729,532995,31,3.51
226,Lactobacillus,Lactobacillus_gasseri,Human gut,21,35401,532995,31,6.64
227,Lactobacillus,Lactobacillus_gasseri,Insects,1,1577,532995,31,0.3
228,Lactobacillus,Lactobacillus_gasseri,Medical device,3,5685,532995,31,1.07
229,Lactobacillus,Lactobacillus_gasseri,Medical procedure,4,7154,532995,31,1.34
230,Lactobacillus,Lactobacillus_gasseri,Milk,7,10026,532995,31,1.88
231,Lactobacillus,Lactobacillus_gasseri,Non-alcoholic drink,1,1381,532995,31,0.26
232,Lactobacillus,Lactobacillus_gasseri,Oral cavity,8,12386,532995,31,2.32
233,Lactobacillus,Lactobacillus_gasseri,Other food,1,1581,532995,31,0.3
234,Lactobacillus,Lactobacillus_gasseri,Plants,1,1324,532995,31,0.25
235,Lactobacillus,Lactobacillus_gasseri,Probiotics,8,16355,532995,31,3.07
236,Lactobacillus,Lactobacillus_gasseri,Starter culture,3,4266,532995,31,0.8
237,Lactobacillus,Lactobacillus_gasseri,Unknown,81,122115,532995,31,22.91
238,Lactobacillus,Lactobacillus_gasseri,Urine,3,4070,532995,31,0.76
239,Lactobacillus,Lactobacillus_gasseri,Vagina,8,14716,532995,31,2.76
240,Lactobacillus,Lactobacillus_gasseri,Vegetables,3,3888,532995,31,0.73
241,Lactobacillus,Lactobacillus_gasseri,Yoghurt,5,7860,532995,31,1.47
242,Lactobacillus,Lactobacillus_helveticus,Alcoholic drink,2,7066,66009,31,10.7
243,Lactobacillus,Lactobacillus_helveticus,Bakery products,5,14890,66009,31,22.56
244,Lactobacillus,Lactobacillus_helveticus,Cheese,1,1197,66009,31,1.81
245,Lactobacillus,Lactobacillus_helveticus,Dairy products,1,1500,66009,31,2.27
246,Lactobacillus,Lactobacillus_helveticus,Feces,3,9690,66009,31,14.68
